Date,Open,High,Low,Close,Adj Close,Volume
2022-07-13,106.230003,111.269997,106.019997,107.550003,107.550003,164500
2022-07-14,102.089996,103.019997,97.269997,101.120003,101.120003,205300
2022-07-15,104.400002,104.410004,99.519997,103.809998,103.809998,161300
2022-07-18,107.169998,113.930000,107.169998,111.930000,111.930000,197300
2022-07-19,111.720001,118.760002,111.269997,118.239998,118.239998,168700
2022-07-20,117.870003,122.599998,116.529999,122.599998,122.599998,149000
2022-07-21,117.000000,117.000000,108.580002,113.790001,113.790001,277900
2022-07-22,113.910004,117.309998,109.040001,111.610001,111.610001,155300
2022-07-25,113.379997,122.410004,112.690002,122.040001,122.040001,138300
2022-07-26,125.080002,126.910004,119.910004,121.260002,121.260002,120700
2022-07-27,123.839996,132.139999,122.669998,131.360001,131.360001,119900
2022-07-28,133.830002,134.470001,127.849998,134.059998,134.059998,116800
2022-07-29,138.550003,144.880005,137.389999,142.490005,142.490005,156600
2022-08-01,135.000000,138.279999,130.770004,136.399994,136.399994,147700
2022-08-02,137.309998,143.389999,137.169998,139.360001,139.360001,112800
2022-08-03,141.229996,141.520004,129.619995,133.139999,133.139999,120500
2022-08-04,133.000000,133.000000,115.349998,115.639999,115.639999,178100
2022-08-05,114.510002,127.220001,113.220001,123.650002,123.650002,165500
2022-08-08,123.510002,126.339996,121.589996,123.419998,123.419998,122000
2022-08-09,127.540001,128.690002,123.660004,124.889999,124.889999,125100
2022-08-10,125.480003,126.860001,119.410004,124.519997,124.519997,96600
2022-08-11,129.699997,132.910004,129.050003,130.559998,130.559998,128500
2022-08-12,129.380005,133.179993,127.260002,133.039993,133.039993,81600
2022-08-15,124.220001,126.089996,119.500000,125.820000,125.820000,100200
2022-08-16,126.989998,128.320007,121.410004,123.459999,123.459999,71700
2022-08-17,122.570000,125.480003,120.500000,123.099998,123.099998,70700
2022-08-18,123.900002,132.839996,123.900002,131.710007,131.710007,110400
2022-08-19,129.669998,129.669998,126.099998,126.919998,126.919998,106700
2022-08-22,124.750000,127.139999,122.300003,126.300003,126.300003,88700
2022-08-23,129.789993,139.759995,129.789993,135.360001,135.360001,137600
2022-08-24,137.220001,144.970001,137.220001,143.889999,143.889999,158500
2022-08-25,143.770004,148.389999,141.330002,147.529999,147.529999,111900
2022-08-26,145.199997,148.059998,136.529999,140.750000,140.750000,110900
2022-08-29,139.759995,146.580002,139.759995,143.979996,143.979996,106700
2022-08-30,139.520004,139.520004,130.000000,132.330002,132.330002,109200
2022-08-31,128.000000,134.600006,126.650002,132.509995,132.509995,203300
2022-09-01,127.690002,129.419998,119.970001,123.709999,123.709999,130000
2022-09-02,128.720001,134.449997,125.940002,132.479996,132.479996,123400
2022-09-06,133.190002,134.210007,124.480003,127.389999,127.389999,127100
2022-09-07,122.199997,125.059998,118.589996,121.019997,121.019997,155600
2022-09-08,123.000000,123.070000,119.400002,121.779999,121.779999,101700
2022-09-09,126.480003,129.520004,126.370003,129.350006,129.350006,103000
2022-09-12,131.210007,133.300003,128.389999,133.100006,133.100006,115300
2022-09-13,129.100006,132.289993,123.570000,126.019997,126.019997,133000
2022-09-14,128.880005,134.970001,128.880005,134.500000,134.500000,131900
2022-09-15,130.059998,132.500000,127.620003,130.910004,130.910004,105700
2022-09-16,128.389999,128.500000,121.660004,124.589996,124.589996,291700
2022-09-19,120.000000,125.410004,118.320000,124.669998,124.669998,104300
2022-09-20,123.209999,125.480003,113.860001,118.459999,118.459999,182100
2022-09-21,122.930000,122.930000,113.750000,114.040001,114.040001,150100
2022-09-22,116.339996,118.489998,109.230003,109.709999,109.709999,165500
2022-09-23,102.029999,103.500000,92.660004,94.400002,94.400002,262000
2022-09-26,95.769997,99.570000,93.779999,97.779999,97.779999,242100
